Metric,conversation_id,CoT,PD,SR,MoRE
F1_Pos_Pref,1,0.0,0.0,0.0,0.0
F1_Pos_Pref,10,0.5,0.5,0.5,0.5
F1_Pos_Pref,11,0.060606060606060594,0.060606060606060594,0.060606060606060594,0.060606060606060594
F1_Pos_Pref,12,0.6,0.6,0.6,0.6
F1_Pos_Pref,13,0.2,0.2,0.2,0.2
F1_Pos_Pref,14,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.6833333333333333
F1_Pos_Pref,15,1.0,1.0,1.0,1.0
F1_Pos_Pref,16,0.25,0.25,0.25,0.25
F1_Pos_Pref,17,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889
F1_Pos_Pref,18,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
F1_Pos_Pref,19,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
F1_Pos_Pref,20,0.1,0.1,0.1,0.1
F1_Pos_Pref,21,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
F1_Pos_Pref,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
F1_Pos_Pref,23,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
F1_Pos_Pref,24,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
F1_Pos_Pref,25,0.0,0.0,0.0,0.0
F1_Pos_Pref,26,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
F1_Pos_Pref,28,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224
F1_Pos_Pref,29,0.5,0.5,0.5,0.5
F1_Pos_Pref,3,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
F1_Pos_Pref,31,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
F1_Pos_Pref,32,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224
F1_Pos_Pref,33,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333
F1_Pos_Pref,34,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555
F1_Pos_Pref,35,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445
F1_Pos_Pref,36,0.9444444444444444,0.9555555555555557,0.9444444444444444,0.9444444444444444
F1_Pos_Pref,37,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
F1_Pos_Pref,39,0.0,0.0,0.0,0.0
F1_Pos_Pref,4,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
F1_Pos_Pref,41,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151
F1_Pos_Pref,42,0.5,0.5,0.5,0.5
F1_Pos_Pref,44,0.0,0.0,0.0,0.0
F1_Pos_Pref,46,0.0,0.0,0.0,0.0
F1_Pos_Pref,48,0.25,0.25,0.25,0.25
F1_Pos_Pref,49,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333
F1_Pos_Pref,5,0.5,0.5,0.5,0.5
F1_Pos_Pref,55,0.1,0.1,0.1,0.1
F1_Pos_Pref,57,0.0,0.04444444444444444,0.0,0.04444444444444444
F1_Pos_Pref,6,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
F1_Pos_Pref,67,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.7777777777777777
F1_Pos_Pref,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
F1_Pos_Pref,77,0.0,0.0,0.0,0.0
F1_Pos_Pref,8,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
F1_Pos_Pref,9,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.05277777777777778
F1_Pos_Pref,93,0.0,0.0,0.0,0.0
F1_Pos_Pref,94,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524
F1_Pos_Pref,Average,0.32108547480887906,0.3222675079058058,0.32108547480887906,0.3219719996315741
F1_Pos_Pref,Std,0.2823264853942215,0.28183883105314367,0.2823264853942215,0.2813577160536068
Acc_None_Pref,1,0.4,0.4,0.4,0.4
Acc_None_Pref,10,0.8166666666666668,0.4166666666666667,0.8,0.5
Acc_None_Pref,11,0.9864864864864865,0.9864864864864865,0.9864864864864865,0.9864864864864865
Acc_None_Pref,12,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693
Acc_None_Pref,13,0.7,0.7,0.7,0.7
Acc_None_Pref,14,0.909090909090909,0.909090909090909,0.909090909090909,0.909090909090909
Acc_None_Pref,15,0.6,0.6,0.6,0.6
Acc_None_Pref,16,1.0,1.0,1.0,1.0
Acc_None_Pref,17,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889
Acc_None_Pref,18,0.55,0.58,0.5900000000000001,0.56
Acc_None_Pref,19,0.909090909090909,0.909090909090909,0.909090909090909,0.909090909090909
Acc_None_Pref,20,1.0,1.0,1.0,1.0
Acc_None_Pref,21,0.91875,0.9125,0.9375,0.921875
Acc_None_Pref,22,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Acc_None_Pref,23,1.0,1.0,1.0,1.0
Acc_None_Pref,24,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348
Acc_None_Pref,25,0.8333333333333334,0.8333333333333334,0.9444444444444444,0.8333333333333334
Acc_None_Pref,26,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632
Acc_None_Pref,28,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
Acc_None_Pref,29,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
Acc_None_Pref,3,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Acc_None_Pref,31,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001
Acc_None_Pref,32,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Acc_None_Pref,33,0.9545454545454547,0.9545454545454547,0.9545454545454547,0.9545454545454547
Acc_None_Pref,34,0.90625,0.90625,0.90625,0.90625
Acc_None_Pref,35,1.0,1.0,1.0,1.0
Acc_None_Pref,36,1.0,1.0,1.0,1.0
Acc_None_Pref,37,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
Acc_None_Pref,39,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519
Acc_None_Pref,4,0.9642857142857142,0.9642857142857142,0.9642857142857142,0.9642857142857142
Acc_None_Pref,41,0.9,0.9,0.9,0.9
Acc_None_Pref,42,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
Acc_None_Pref,44,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8545454545454545
Acc_None_Pref,46,1.0,1.0,1.0,1.0
Acc_None_Pref,48,0.875,0.875,0.875,0.875
Acc_None_Pref,49,0.75,0.75,0.75,0.75
Acc_None_Pref,5,1.0,1.0,1.0,1.0
Acc_None_Pref,55,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444
Acc_None_Pref,57,0.9151515151515153,0.8424242424242424,0.9393939393939394,0.9090909090909092
Acc_None_Pref,6,1.0,1.0,1.0,1.0
Acc_None_Pref,67,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Acc_None_Pref,7,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112
Acc_None_Pref,77,0.7692307692307693,0.8,0.7692307692307693,0.7692307692307693
Acc_None_Pref,8,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
Acc_None_Pref,9,0.875,0.875,0.875,0.875
Acc_None_Pref,93,0.7777777777777778,0.8533333333333333,0.8800000000000001,0.768888888888889
Acc_None_Pref,94,1.0,1.0,1.0,1.0
Acc_None_Pref,Average,0.840505177206818,0.8332146987727226,0.8464553706304158,0.8335353459151783
Acc_None_Pref,Std,0.16006414476921038,0.16971010255764943,0.1596315091212161,0.16722892227054184
