Metric,conversation_id,CoT,PD,SR,MoRE
F1_Pos_Int,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
F1_Pos_Int,10,0.49333333333333335,0.4666666666666667,0.5266666666666666,0.4466666666666666
F1_Pos_Int,11,0.02777777777777778,0.02777777777777778,0.02777777777777778,0.02777777777777778
F1_Pos_Int,12,0.6,0.6,0.6,0.6
F1_Pos_Int,13,0.375,0.375,0.375,0.375
F1_Pos_Int,14,0.5212121212121212,0.5212121212121212,0.5212121212121212,0.5212121212121212
F1_Pos_Int,15,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.5555555555555555
F1_Pos_Int,16,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427
F1_Pos_Int,17,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.3888888888888889
F1_Pos_Int,18,0.711111111111111,0.7222222222222222,0.7166666666666666,0.7166666666666666
F1_Pos_Int,19,0.1,0.1,0.1,0.1
F1_Pos_Int,20,0.15,0.15,0.15,0.15
F1_Pos_Int,21,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047
F1_Pos_Int,22,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
F1_Pos_Int,23,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808
F1_Pos_Int,24,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.40476190476190477
F1_Pos_Int,25,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
F1_Pos_Int,26,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464
F1_Pos_Int,28,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814
F1_Pos_Int,29,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
F1_Pos_Int,3,0.7666666666666666,0.7666666666666666,0.7666666666666666,0.7666666666666666
F1_Pos_Int,31,0.3,0.3,0.3,0.3
F1_Pos_Int,32,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
F1_Pos_Int,33,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
F1_Pos_Int,34,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.25925925925925924
F1_Pos_Int,35,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445
F1_Pos_Int,36,0.9444444444444444,0.9555555555555557,0.9444444444444444,0.9444444444444444
F1_Pos_Int,37,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
F1_Pos_Int,39,0.5,0.4966666666666667,0.5,0.4966666666666667
F1_Pos_Int,4,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
F1_Pos_Int,41,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151
F1_Pos_Int,42,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
F1_Pos_Int,44,0.0,0.0,0.0,0.0
F1_Pos_Int,46,0.0,0.0,0.0,0.0
F1_Pos_Int,48,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365
F1_Pos_Int,49,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
F1_Pos_Int,5,0.625,0.625,0.625,0.625
F1_Pos_Int,55,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
F1_Pos_Int,57,0.0,0.04444444444444444,0.0,0.04444444444444444
F1_Pos_Int,6,0.1,0.1,0.1,0.1
F1_Pos_Int,67,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666
F1_Pos_Int,7,0.3444444444444444,0.3444444444444444,0.3444444444444444,0.3444444444444444
F1_Pos_Int,77,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
F1_Pos_Int,8,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
F1_Pos_Int,9,0.20256410256410257,0.20256410256410257,0.20256410256410257,0.18564102564102564
F1_Pos_Int,93,0.0,0.0,0.0,0.0
F1_Pos_Int,94,0.4375,0.4375,0.4375,0.4375
F1_Pos_Int,Average,0.36594105854744147,0.3667212003914131,0.36676848171529014,0.365580993080993
F1_Pos_Int,Std,0.25439128791114485,0.25367355346309106,0.2549648099188742,0.25304300871834934
Acc_None_Int,1,0.0,0.0,0.0,0.0
Acc_None_Int,10,0.675,0.425,0.55,0.575
Acc_None_Int,11,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716
Acc_None_Int,12,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693
Acc_None_Int,13,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
Acc_None_Int,14,0.9,0.9,0.9,0.9
Acc_None_Int,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Acc_None_Int,16,1.0,1.0,1.0,1.0
Acc_None_Int,17,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889
Acc_None_Int,18,0.3888888888888889,0.4111111111111111,0.3888888888888889,0.34444444444444444
Acc_None_Int,19,0.909090909090909,0.909090909090909,0.909090909090909,0.909090909090909
Acc_None_Int,20,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
Acc_None_Int,21,0.9442622950819672,0.9409836065573771,0.9508196721311475,0.9442622950819672
Acc_None_Int,22,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
Acc_None_Int,23,1.0,1.0,1.0,1.0
Acc_None_Int,24,0.826086956521739,0.826086956521739,0.826086956521739,0.826086956521739
Acc_None_Int,25,0.8823529411764707,0.8823529411764707,1.0,0.8823529411764707
Acc_None_Int,26,0.7058823529411765,0.7058823529411765,0.7529411764705882,0.7058823529411765
Acc_None_Int,28,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Acc_None_Int,29,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Acc_None_Int,3,0.2,0.2,0.2,0.2
Acc_None_Int,31,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8636363636363636
Acc_None_Int,32,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334
Acc_None_Int,33,0.9268292682926831,0.9268292682926831,0.9268292682926831,0.9268292682926831
Acc_None_Int,34,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
Acc_None_Int,35,1.0,1.0,1.0,1.0
Acc_None_Int,36,1.0,1.0,1.0,1.0
Acc_None_Int,37,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
Acc_None_Int,39,0.53,0.54,0.5,0.45999999999999996
Acc_None_Int,4,0.9642857142857142,0.9642857142857142,0.9642857142857142,0.9642857142857142
Acc_None_Int,41,0.9,0.9,0.9,0.9
Acc_None_Int,42,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
Acc_None_Int,44,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
Acc_None_Int,46,1.0,1.0,1.0,1.0
Acc_None_Int,48,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
Acc_None_Int,49,0.0,0.0,0.0,0.0
Acc_None_Int,5,1.0,1.0,1.0,1.0
