Metric,conversation_id,CoT,PD,SR,MoRE
F1_Pos_Cons,1,0.5833333333333333,0.3,0.4,0.7666666666666666
F1_Pos_Cons,10,0.52,0.6399999999999999,0.5933333333333334,0.5599999999999999
F1_Pos_Cons,11,0.08888888888888888,0.2074074074074074,0.13333333333333333,0.14814814814814814
F1_Pos_Cons,12,0.0,0.0,0.0,0.0
F1_Pos_Cons,13,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
F1_Pos_Cons,14,0.13333333333333333,0.4,0.0,0.3333333333333333
F1_Pos_Cons,15,0.9833333333333332,0.9,0.9,1.0
F1_Pos_Cons,16,1.0,1.0,1.0,1.0
F1_Pos_Cons,17,0.0,0.0,0.0,0.0
F1_Pos_Cons,18,0.9666666666666666,0.9,1.0,0.9
F1_Pos_Cons,19,0.0,0.0,0.0,0.0
F1_Pos_Cons,20,0.7333333333333333,0.6222222222222221,0.5555555555555556,0.5999999999999999
F1_Pos_Cons,21,0.4083333333333333,0.625,0.4833333333333333,0.725
F1_Pos_Cons,22,0.5777777777777777,0.6,0.7777777777777778,0.6666666666666666
F1_Pos_Cons,23,0.9333333333333332,1.0,1.0,1.0
F1_Pos_Cons,24,0.9111111111111111,0.9555555555555555,0.9333333333333332,0.9333333333333332
F1_Pos_Cons,25,0.4,0.6,0.8,0.6
F1_Pos_Cons,26,0.9666666666666666,0.9666666666666666,1.0,0.7666666666666666
F1_Pos_Cons,28,0.03333333333333333,0.025,0.03333333333333333,0.05833333333333333
F1_Pos_Cons,29,1.0,1.0,1.0,1.0
F1_Pos_Cons,3,0.7666666666666667,0.7222222222222222,0.7333333333333333,0.6888888888888889
F1_Pos_Cons,31,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
F1_Pos_Cons,32,0.825,0.8583333333333332,0.8333333333333333,0.9
F1_Pos_Cons,33,1.0,1.0,1.0,1.0
F1_Pos_Cons,34,0.2571428571428571,0.24761904761904763,0.2857142857142857,0.23809523809523808
