Metric,conversation_id,CoT,PD,SR,MoRE
F1_Pos_Pref,1,0.06000000000000001,0.0,0.07833333333333334,0.02
F1_Pos_Pref,10,0.44444444444444436,0.4333333333333333,0.42222222222222217,0.4777777777777777
F1_Pos_Pref,11,0.13939393939393938,0.12727272727272726,0.13333333333333333,0.13939393939393938
F1_Pos_Pref,12,0.5,0.5626666666666666,0.4293333333333333,0.5733333333333334
F1_Pos_Pref,13,0.16,0.2066666666666667,0.17333333333333334,0.16
F1_Pos_Pref,14,0.5146666666666666,0.458,0.5833333333333334,0.6086666666666667
F1_Pos_Pref,15,0.6766666666666666,0.765,0.8150000000000001,0.8033333333333333
F1_Pos_Pref,16,0.3911111111111111,0.45888888888888885,0.34777777777777774,0.3433333333333333
F1_Pos_Pref,17,0.36185185185185187,0.3692592592592593,0.3862962962962963,0.4033333333333333
F1_Pos_Pref,18,0.7333333333333333,0.7116666666666667,0.7166666666666666,0.6116666666666666
F1_Pos_Pref,19,0.10666666666666666,0.11333333333333333,0.1,0.096
F1_Pos_Pref,20,0.18,0.16333333333333333,0.11333333333333333,0.12666666666666665
F1_Pos_Pref,21,0.3206060606060606,0.28424242424242424,0.3145454545454545,0.3042424242424242
F1_Pos_Pref,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
F1_Pos_Pref,23,0.07444444444444445,0.08888888888888888,0.09333333333333334,0.1
F1_Pos_Pref,24,0.3904761904761905,0.4,0.43809523809523804,0.44761904761904764
F1_Pos_Pref,25,0.03333333333333333,0.0,0.03333333333333333,0.0
F1_Pos_Pref,26,0.33030303030303027,0.33939393939393936,0.33939393939393936,0.32727272727272727
F1_Pos_Pref,28,0.38555555555555554,0.3277777777777778,0.43,0.4655555555555555
F1_Pos_Pref,29,0.31666666666666665,0.31666666666666665,0.3333333333333333,0.3333333333333333
F1_Pos_Pref,3,0.7222222222222221,0.6944444444444444,0.6833333333333333,0.6722222222222223
F1_Pos_Pref,31,0.5142857142857142,0.5542857142857143,0.4828571428571428,0.5285714285714285
F1_Pos_Pref,32,0.12,0.12666666666666665,0.12666666666666665,0.17111111111111113
F1_Pos_Pref,33,0.625,0.605,0.6766666666666666,0.635
F1_Pos_Pref,34,0.42444444444444446,0.4111111111111111,0.4066666666666666,0.45555555555555555
F1_Pos_Pref,35,0.6444444444444444,0.6555555555555556,0.6555555555555556,0.6555555555555556
F1_Pos_Pref,36,0.5544444444444444,0.6166666666666666,0.5266666666666666,0.5933333333333333
F1_Pos_Pref,37,0.7666666666666666,0.9166666666666666,0.75,0.7166666666666666
F1_Pos_Pref,39,0.13333333333333336,0.18666666666666668,0.13333333333333336,0.13333333333333336
F1_Pos_Pref,4,0.16999999999999998,0.40583333333333327,0.1933333333333333,0.2558333333333333
F1_Pos_Pref,41,0.3890909090909091,0.5557575757575758,0.42303030303030303,0.4927272727272727
F1_Pos_Pref,42,0.31666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333
F1_Pos_Pref,44,0.0,0.025,0.0,0.0
F1_Pos_Pref,46,0.0,0.0,0.0,0.0
F1_Pos_Pref,48,0.15416666666666665,0.17916666666666664,0.15416666666666665,0.15833333333333333
F1_Pos_Pref,49,0.78,0.8666666666666666,0.8666666666666666,0.9333333333333332
F1_Pos_Pref,5,0.2616666666666666,0.2533333333333333,0.26166666666666666,0.26166666666666666
F1_Pos_Pref,55,0.20999999999999996,0.24666666666666665,0.1733333333333333,0.2333333333333333
F1_Pos_Pref,57,0.16666666666666666,0.22666666666666666,0.15999999999999998,0.2
F1_Pos_Pref,6,0.2148148148148148,0.2703703703703703,0.14444444444444443,0.24074074074074076
F1_Pos_Pref,67,0.7055555555555555,0.6888888888888888,0.6855555555555555,0.6655555555555555
F1_Pos_Pref,7,0.21142857142857144,0.22285714285714286,0.20095238095238094,0.2219047619047619
F1_Pos_Pref,77,0.0,0.0,0.0,0.0
F1_Pos_Pref,8,0.2571428571428571,0.30476190476190473,0.2523809523809524,0.24761904761904757
F1_Pos_Pref,9,0.06777777777777777,0.05555555555555556,0.04722222222222222,0.05
F1_Pos_Pref,93,0.0,0.16,0.0,0.12000000000000002
